,TbPEX5EGFP 1-100016_T330s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100017_T352s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100015_T308s_1_DELSHIFT_CH2_BIN1.0
6437,7.0,16.0,10
6438,20.0,12.0,25
6439,18.0,8.0,13
6440,50.0,8.0,15
6441,12.0,13.0,9
6442,13.0,14.0,15
6443,16.0,7.0,10
6444,41.0,11.0,14
6445,22.0,12.0,11
6446,28.0,10.0,26
6447,15.0,17.0,25
6448,5.0,19.0,21
6449,5.0,14.0,11
6450,20.0,13.0,17
6451,11.0,8.0,9
6452,7.0,7.0,21
6453,5.0,10.0,27
6454,9.0,12.0,13
6455,2.0,10.0,11
6456,3.0,9.0,56
6457,9.0,6.0,45
6458,7.0,5.0,10
6459,19.0,8.0,14
6460,18.0,8.0,35
6461,23.0,10.0,27
6462,19.0,6.0,16
6463,9.0,6.0,22
6464,16.0,16.0,12
6465,11.0,38.0,11
6466,9.0,24.0,11
6467,14.0,17.0,11
6468,7.0,28.0,14
6469,10.0,13.0,33
6470,13.0,11.0,23
6471,7.0,18.0,3
6472,9.0,14.0,5
6473,28.0,14.0,13
6474,21.0,12.0,10
6475,8.0,11.0,11
6476,13.0,22.0,21
6477,13.0,9.0,26
6478,12.0,8.0,26
6479,12.0,4.0,7
6480,16.0,11.0,10
6481,14.0,9.0,38
6482,9.0,58.0,34
6483,57.0,18.0,38
6484,17.0,12.0,32
6485,17.0,10.0,9
6486,7.0,14.0,19
6487,16.0,5.0,66
6488,7.0,15.0,46
6489,6.0,8.0,20
6490,12.0,6.0,19
6491,7.0,6.0,26
6492,8.0,11.0,19
6493,14.0,7.0,18
6494,4.0,9.0,29
6495,8.0,26.0,20
6496,11.0,13.0,38
6497,14.0,12.0,22
6498,41.0,18.0,7
6499,30.0,25.0,10
6500,40.0,16.0,7
6501,17.0,13.0,11
6502,13.0,16.0,26
6503,7.0,9.0,14
6504,16.0,40.0,9
6505,13.0,10.0,8
6506,9.0,9.0,11
6507,8.0,51.0,11
6508,6.0,12.0,24
6509,9.0,9.0,29
6510,11.0,8.0,14
6511,8.0,37.0,12
6512,19.0,24.0,11
6513,31.0,16.0,56
6514,21.0,8.0,14
6515,12.0,41.0,18
6516,28.0,53.0,28
6517,18.0,9.0,27
6518,27.0,15.0,7
6519,26.0,13.0,10
6520,16.0,4.0,3
6521,12.0,11.0,14
6522,14.0,12.0,23
6523,12.0,17.0,5
6524,17.0,31.0,11
6525,11.0,11.0,12
6526,6.0,10.0,14
6527,7.0,13.0,4
6528,9.0,19.0,9
6529,11.0,23.0,9
6530,15.0,13.0,8
6531,5.0,21.0,8
6532,12.0,13.0,4
6533,10.0,15.0,9
6534,23.0,31.0,15
6535,9.0,33.0,11
6536,19.0,10.0,17
6537,16.0,5.0,19
6538,10.0,5.0,32
6539,19.0,21.0,11
6540,11.0,14.0,18
6541,16.0,44.0,14
6542,11.0,18.0,4
6543,10.0,32.0,35
6544,11.0,14.0,9
6545,9.0,5.0,18
6546,6.0,18.0,11
6547,13.0,15.0,8
6548,9.0,22.0,22
6549,10.0,27.0,48
6550,17.0,17.0,12
6551,19.0,34.0,14
6552,15.0,74.0,54
6553,7.0,21.0,46
6554,12.0,10.0,62
6555,29.0,34.0,9
6556,8.0,11.0,9
6557,7.0,14.0,12
6558,12.0,11.0,5
6559,7.0,10.0,4
6560,4.0,15.0,6
6561,1.0,13.0,32
6562,8.0,24.0,20
6563,10.0,7.0,13
6564,2.0,12.0,11
6565,6.0,15.0,24
6566,6.0,17.0,34
6567,11.0,14.0,25
6568,4.0,13.0,15
6569,9.0,16.0,7
6570,11.0,18.0,10
6571,23.0,9.0,8
6572,10.0,15.0,11
6573,43.0,24.0,13
6574,25.0,20.0,13
6575,25.0,46.0,15
6576,8.0,41.0,14
6577,6.0,42.0,12
6578,28.0,21.0,15
6579,16.0,10.0,13
6580,22.0,23.0,12
6581,14.0,18.0,12
6582,14.0,19.0,11
6583,7.0,14.0,23
6584,39.0,12.0,32
6585,12.0,9.0,11
6586,15.0,16.0,12
6587,17.0,6.0,10
6588,13.0,12.0,7
6589,21.0,23.0,11
6590,19.0,33.0,19
6591,29.0,14.0,15
6592,14.0,11.0,17
6593,42.0,14.0,13
6594,20.0,21.0,8
6595,45.0,19.0,13
6596,5.0,17.0,15
6597,7.0,15.0,18
6598,9.0,7.0,13
6599,15.0,11.0,8
6600,11.0,6.0,16
6601,7.0,10.0,25
6602,9.0,13.0,20
6603,18.0,8.0,18
6604,26.0,11.0,18
6605,49.0,8.0,20
6606,19.0,12.0,8
6607,32.0,7.0,13
6608,7.0,16.0,10
6609,8.0,43.0,8
6610,13.0,28.0,15
6611,11.0,9.0,22
6612,24.0,12.0,40
6613,54.0,35.0,29
6614,62.0,66.0,27
6615,16.0,13.0,22
6616,5.0,25.0,13
6617,5.0,19.0,16
6618,3.0,15.0,11
6619,27.0,14.0,13
6620,44.0,14.0,15
6621,12.0,8.0,10
6622,5.0,9.0,7
6623,11.0,9.0,5
6624,3.0,15.0,9
6625,16.0,6.0,7
6626,9.0,10.0,34
6627,14.0,16.0,40
6628,9.0,19.0,16
6629,50.0,7.0,16
6630,23.0,16.0,10
6631,23.0,33.0,9
6632,21.0,17.0,10
6633,7.0,16.0,12
6634,11.0,6.0,6
6635,13.0,2.0,6
6636,21.0,13.0,15
6637,18.0,10.0,13
6638,6.0,7.0,17
6639,9.0,8.0,6
6640,9.0,5.0,5
6641,14.0,8.0,13
6642,10.0,12.0,7
6643,15.0,17.0,12
6644,21.0,7.0,9
6645,22.0,6.0,10
6646,21.0,6.0,7
6647,14.0,4.0,9
6648,10.0,10.0,10
6649,11.0,6.0,4
6650,14.0,17.0,5
6651,18.0,25.0,7
6652,14.0,40.0,8
6653,18.0,11.0,15
6654,31.0,15.0,7
6655,47.0,8.0,11
6656,12.0,9.0,15
6657,16.0,9.0,8
6658,15.0,15.0,7
6659,7.0,11.0,6
6660,13.0,13.0,15
6661,12.0,22.0,27
6662,11.0,22.0,21
6663,10.0,18.0,21
6664,13.0,9.0,22
6665,13.0,21.0,28
6666,13.0,33.0,17
6667,19.0,19.0,22
6668,21.0,26.0,20
6669,15.0,13.0,13
6670,5.0,45.0,11
6671,10.0,49.0,30
6672,7.0,18.0,33
6673,18.0,14.0,27
6674,15.0,6.0,20
6675,14.0,5.0,4
6676,7.0,8.0,25
6677,48.0,6.0,10
6678,20.0,7.0,8
6679,6.0,6.0,10
6680,13.0,7.0,5
6681,18.0,5.0,13
6682,12.0,7.0,31
6683,45.0,20.0,32
6684,15.0,14.0,55
6685,11.0,13.0,23
6686,17.0,11.0,12
6687,14.0,10.0,9
6688,10.0,13.0,16
6689,12.0,4.0,23
6690,14.0,9.0,14
6691,16.0,29.0,12
6692,25.0,18.0,23
6693,23.0,19.0,22
6694,11.0,20.0,28
6695,31.0,14.0,20
6696,13.0,8.0,31
6697,4.0,18.0,30
6698,15.0,8.0,21
6699,42.0,15.0,22
6700,46.0,40.0,16
6701,24.0,14.0,21
6702,12.0,9.0,15
6703,15.0,4.0,18
6704,20.0,6.0,38
6705,29.0,7.0,35
6706,30.0,19.0,79
6707,22.0,19.0,46
6708,27.0,11.0,18
6709,17.0,8.0,12
6710,25.0,12.0,16
6711,46.0,12.0,14
6712,9.0,21.0,18
6713,20.0,9.0,18
6714,16.0,18.0,8
6715,31.0,18.0,5
6716,31.0,13.0,4
6717,27.0,18.0,5
6718,41.0,25.0,9
6719,13.0,10.0,47
6720,7.0,21.0,23
6721,12.0,10.0,21
6722,11.0,41.0,18
6723,12.0,18.0,8
6724,11.0,19.0,21
6725,6.0,42.0,29
6726,3.0,36.0,27
6727,7.0,74.0,40
6728,6.0,36.0,23
6729,11.0,17.0,25
6730,10.0,16.0,8
6731,25.0,12.0,21
6732,5.0,22.0,8
6733,10.0,21.0,12
6734,10.0,6.0,15
6735,7.0,7.0,13
6736,10.0,6.0,12
6737,18.0,4.0,28
6738,12.0,7.0,28
6739,11.0,9.0,15
6740,7.0,22.0,15
6741,11.0,19.0,6
6742,43.0,13.0,12
6743,31.0,24.0,55
6744,17.0,9.0,8
6745,12.0,8.0,10
6746,12.0,8.0,16
6747,6.0,14.0,48
6748,8.0,15.0,14
6749,12.0,26.0,14
6750,13.0,81.0,42
6751,15.0,38.0,9
6752,20.0,19.0,30
6753,16.0,20.0,34
6754,13.0,14.0,45
6755,16.0,9.0,23
6756,12.0,4.0,9
6757,13.0,10.0,16
6758,11.0,7.0,15
6759,18.0,7.0,17
6760,14.0,6.0,22
6761,11.0,7.0,13
6762,13.0,11.0,14
6763,14.0,4.0,11
6764,9.0,12.0,12
6765,10.0,8.0,22
6766,7.0,7.0,16
6767,7.0,8.0,11
6768,10.0,36.0,18
6769,7.0,49.0,7
6770,10.0,44.0,33
6771,27.0,27.0,10
6772,10.0,15.0,15
6773,5.0,10.0,22
6774,5.0,11.0,25
6775,14.0,8.0,16
6776,12.0,7.0,16
6777,15.0,5.0,9
6778,9.0,8.0,12
6779,10.0,12.0,17
6780,11.0,5.0,9
6781,9.0,12.0,13
6782,10.0,12.0,23
6783,4.0,8.0,18
6784,5.0,6.0,16
6785,4.0,11.0,13
6786,16.0,15.0,14
6787,17.0,10.0,10
6788,17.0,8.0,7
6789,9.0,16.0,12
6790,17.0,11.0,18
6791,14.0,25.0,20
6792,22.0,46.0,44
6793,13.0,22.0,36
6794,14.0,26.0,17
6795,27.0,20.0,16
6796,23.0,26.0,13
6797,16.0,25.0,11
6798,7.0,15.0,14
6799,5.0,23.0,16
6800,6.0,9.0,7
6801,5.0,13.0,7
6802,20.0,9.0,14
6803,11.0,11.0,7
6804,8.0,17.0,15
6805,16.0,20.0,16
6806,15.0,50.0,20
6807,20.0,8.0,9
6808,6.0,10.0,14
6809,10.0,6.0,15
6810,8.0,8.0,9
6811,29.0,4.0,15
6812,14.0,7.0,16
6813,12.0,15.0,2
6814,10.0,14.0,6
6815,7.0,9.0,8
6816,5.0,9.0,6
6817,8.0,21.0,10
6818,13.0,46.0,13
6819,22.0,14.0,6
6820,34.0,8.0,7
6821,23.0,11.0,7
6822,39.0,19.0,10
6823,25.0,18.0,23
6824,36.0,10.0,17
6825,37.0,13.0,14
6826,49.0,22.0,24
6827,35.0,20.0,7
6828,41.0,6.0,6
6829,54.0,10.0,7
6830,10.0,39.0,10
6831,23.0,15.0,5
6832,45.0,8.0,4
6833,35.0,9.0,11
6834,18.0,6.0,10
6835,26.0,2.0,3
6836,45.0,15.0,7
6837,11.0,51.0,10
6838,8.0,16.0,9
6839,9.0,6.0,4
6840,11.0,10.0,7
6841,16.0,11.0,9
6842,24.0,28.0,7
6843,11.0,16.0,5
6844,16.0,16.0,2
6845,4.0,15.0,6
6846,13.0,7.0,6
6847,9.0,12.0,4
6848,21.0,18.0,7
6849,20.0,20.0,12
6850,18.0,6.0,7
6851,17.0,11.0,6
6852,12.0,11.0,4
6853,3.0,15.0,7
6854,6.0,21.0,8
6855,10.0,15.0,6
6856,21.0,9.0,13
6857,33.0,18.0,12
6858,29.0,18.0,9
6859,9.0,15.0,7
6860,11.0,10.0,3
6861,16.0,7.0,9
6862,13.0,10.0,23
6863,9.0,7.0,8
6864,5.0,14.0,18
6865,9.0,72.0,12
6866,7.0,19.0,16
6867,16.0,12.0,12
6868,7.0,56.0,6
6869,12.0,14.0,14
6870,7.0,11.0,17
6871,5.0,15.0,10
6872,13.0,7.0,8
6873,5.0,14.0,18
6874,10.0,13.0,13
6875,2.0,9.0,20
6876,7.0,8.0,20
6877,5.0,18.0,16
6878,11.0,15.0,18
6879,15.0,20.0,14
6880,6.0,28.0,13
6881,4.0,35.0,14
6882,9.0,54.0,13
6883,12.0,8.0,11
6884,10.0,42.0,16
6885,11.0,58.0,10
6886,25.0,48.0,8
6887,12.0,24.0,4
6888,17.0,16.0,6
6889,17.0,6.0,13
6890,19.0,8.0,11
6891,19.0,39.0,5
6892,11.0,20.0,12
6893,13.0,25.0,16
6894,16.0,50.0,15
6895,7.0,11.0,15
6896,9.0,4.0,18
6897,11.0,6.0,16
6898,6.0,16.0,6
6899,5.0,8.0,11
6900,17.0,17.0,25
6901,7.0,15.0,23
6902,8.0,6.0,6
6903,9.0,14.0,11
6904,15.0,12.0,4
6905,12.0,10.0,9
6906,8.0,38.0,28
6907,5.0,24.0,32
6908,8.0,16.0,12
6909,15.0,15.0,17
6910,7.0,15.0,30
6911,6.0,12.0,21
6912,24.0,12.0,21
6913,5.0,11.0,9
6914,48.0,8.0,9
6915,21.0,5.0,8
6916,23.0,6.0,8
6917,28.0,28.0,17
6918,42.0,29.0,10
6919,10.0,62.0,9
6920,11.0,32.0,6
6921,12.0,12.0,30
6922,13.0,15.0,29
6923,13.0,10.0,12
6924,10.0,16.0,11
6925,9.0,24.0,9
6926,9.0,16.0,6
6927,16.0,12.0,8
6928,11.0,25.0,14
6929,15.0,46.0,16
6930,6.0,8.0,14
6931,20.0,6.0,14
6932,13.0,10.0,10
6933,40.0,9.0,10
6934,18.0,8.0,6
6935,7.0,16.0,20
6936,19.0,12.0,12
6937,14.0,5.0,10
6938,27.0,7.0,9
6939,14.0,11.0,5
6940,43.0,8.0,7
6941,12.0,15.0,5
6942,11.0,6.0,3
6943,14.0,6.0,10
6944,21.0,17.0,6
6945,14.0,31.0,4
6946,32.0,37.0,8
6947,18.0,15.0,9
6948,45.0,4.0,4
6949,22.0,12.0,11
6950,14.0,8.0,17
6951,18.0,6.0,11
6952,21.0,8.0,12
6953,13.0,6.0,9
6954,17.0,6.0,15
6955,16.0,13.0,7
6956,36.0,27.0,8
6957,14.0,6.0,9
6958,7.0,15.0,23
6959,11.0,18.0,8
6960,21.0,12.0,10
6961,19.0,13.0,13
6962,39.0,6.0,15
6963,21.0,11.0,5
6964,9.0,8.0,8
6965,10.0,9.0,7
6966,4.0,25.0,4
6967,9.0,9.0,8
6968,7.0,10.0,13
6969,6.0,13.0,11
6970,9.0,16.0,11
6971,6.0,6.0,4
6972,13.0,12.0,7
6973,15.0,8.0,6
6974,5.0,11.0,16
6975,5.0,9.0,4
6976,7.0,11.0,6
6977,5.0,5.0,4
6978,8.0,5.0,4
6979,7.0,8.0,3
6980,12.0,8.0,11
6981,13.0,2.0,10
6982,17.0,3.0,5
6983,17.0,6.0,7
6984,14.0,4.0,5
6985,12.0,8.0,5
6986,9.0,14.0,6
6987,11.0,25.0,5
6988,7.0,12.0,4
6989,8.0,6.0,7
6990,6.0,5.0,12
6991,17.0,11.0,9
6992,5.0,5.0,5
6993,16.0,10.0,5
6994,30.0,7.0,4
6995,13.0,5.0,5
6996,38.0,4.0,14
6997,15.0,8.0,5
6998,41.0,13.0,9
6999,30.0,13.0,17
7000,6.0,27.0,8
7001,12.0,12.0,8
7002,14.0,10.0,11
7003,15.0,14.0,4
7004,11.0,14.0,10
7005,9.0,9.0,4
7006,7.0,21.0,7
7007,11.0,43.0,10
7008,9.0,13.0,7
7009,25.0,23.0,10
7010,24.0,14.0,6
7011,14.0,12.0,13
7012,23.0,12.0,16
7013,35.0,14.0,10
7014,39.0,11.0,7
7015,68.0,19.0,22
7016,36.0,20.0,17
7017,19.0,12.0,53
7018,16.0,8.0,72
7019,11.0,8.0,19
7020,8.0,10.0,12
7021,12.0,17.0,14
7022,14.0,24.0,15
7023,14.0,33.0,11
7024,18.0,21.0,15
7025,13.0,14.0,9
7026,17.0,24.0,18
7027,16.0,11.0,14
7028,33.0,10.0,12
7029,8.0,13.0,25
7030,6.0,12.0,18
7031,19.0,9.0,32
7032,11.0,6.0,10
7033,13.0,12.0,25
7034,5.0,11.0,26
7035,6.0,16.0,3
7036,11.0,14.0,23
7037,20.0,17.0,16
7038,13.0,9.0,12
7039,12.0,10.0,7
7040,13.0,54.0,9
7041,16.0,8.0,24
7042,3.0,3.0,35
7043,13.0,10.0,14
7044,20.0,8.0,11
7045,22.0,18.0,5
7046,26.0,4.0,6
7047,44.0,11.0,5
7048,20.0,11.0,11
7049,4.0,9.0,12
7050,6.0,13.0,12
7051,4.0,4.0,5
7052,5.0,16.0,9
7053,3.0,6.0,6
7054,5.0,6.0,7
7055,5.0,12.0,23
7056,3.0,23.0,18
7057,3.0,10.0,11
7058,5.0,12.0,4
7059,11.0,11.0,9
7060,4.0,8.0,10
7061,10.0,6.0,10
7062,4.0,11.0,7
7063,13.0,9.0,8
7064,7.0,12.0,13
7065,17.0,41.0,5
7066,7.0,22.0,12
7067,7.0,15.0,8
7068,17.0,19.0,16
7069,12.0,58.0,6
7070,7.0,32.0,15
7071,9.0,20.0,17
7072,8.0,20.0,7
7073,12.0,30.0,15
7074,16.0,17.0,9
7075,8.0,19.0,22
7076,9.0,9.0,80
7077,13.0,17.0,19
7078,10.0,9.0,11
7079,4.0,24.0,13
7080,5.0,35.0,34
7081,8.0,16.0,12
7082,14.0,16.0,41
7083,13.0,14.0,62
7084,11.0,7.0,46
7085,32.0,10.0,14
7086,18.0,20.0,10
7087,15.0,13.0,11
7088,21.0,12.0,7
7089,16.0,10.0,8
7090,10.0,10.0,12
7091,4.0,14.0,14
7092,10.0,38.0,10
7093,11.0,6.0,17
7094,9.0,9.0,21
7095,9.0,11.0,32
7096,6.0,48.0,17
7097,19.0,18.0,18
7098,18.0,29.0,26
7099,8.0,10.0,18
7100,8.0,4.0,32
7101,13.0,21.0,31
7102,12.0,25.0,9
7103,12.0,16.0,12
7104,15.0,8.0,8
7105,8.0,9.0,10
7106,7.0,7.0,31
7107,10.0,10.0,45
7108,6.0,15.0,6
7109,3.0,4.0,15
7110,18.0,11.0,23
7111,8.0,15.0,16
7112,5.0,12.0,8
7113,9.0,14.0,22
7114,16.0,16.0,13
7115,8.0,7.0,35
7116,14.0,8.0,14
7117,12.0,10.0,20
7118,8.0,6.0,24
7119,12.0,9.0,9
7120,14.0,8.0,15
7121,20.0,6.0,27
7122,13.0,4.0,11
7123,7.0,12.0,15
7124,22.0,16.0,15
7125,6.0,20.0,9
7126,6.0,47.0,11
7127,10.0,17.0,5
7128,3.0,6.0,7
7129,9.0,32.0,9
7130,8.0,18.0,6
7131,10.0,11.0,14
7132,11.0,10.0,9
7133,22.0,14.0,17
7134,17.0,15.0,20
7135,12.0,25.0,31
7136,10.0,21.0,12
7137,9.0,9.0,14
7138,14.0,7.0,10
7139,15.0,4.0,12
7140,5.0,5.0,9
7141,4.0,4.0,18
7142,17.0,11.0,17
7143,9.0,11.0,28
7144,15.0,55.0,20
7145,10.0,39.0,34
7146,15.0,20.0,6
7147,11.0,18.0,11
7148,15.0,13.0,9
7149,14.0,22.0,13
7150,27.0,7.0,20
7151,11.0,9.0,24
7152,12.0,7.0,12
7153,36.0,46.0,32
7154,23.0,20.0,26
7155,22.0,8.0,33
7156,23.0,7.0,22
7157,14.0,12.0,27
7158,18.0,8.0,11
7159,68.0,9.0,16
7160,23.0,5.0,23
7161,12.0,7.0,18
7162,17.0,12.0,23
7163,17.0,8.0,16
7164,8.0,9.0,41
7165,12.0,52.0,31
7166,6.0,19.0,32
7167,14.0,12.0,17
7168,18.0,44.0,19
7169,14.0,10.0,43
7170,20.0,26.0,21
7171,6.0,7.0,20
7172,17.0,12.0,46
7173,30.0,7.0,20
7174,24.0,5.0,22
7175,16.0,12.0,33
7176,19.0,14.0,26
7177,17.0,9.0,22
7178,7.0,13.0,15
7179,9.0,12.0,11
7180,7.0,10.0,20
7181,13.0,11.0,14
7182,18.0,9.0,7
7183,18.0,9.0,14
7184,14.0,3.0,12
7185,9.0,5.0,7
7186,13.0,10.0,6
7187,13.0,13.0,7
7188,15.0,9.0,10
7189,16.0,23.0,3
7190,13.0,13.0,13
7191,15.0,12.0,10
7192,26.0,25.0,10
7193,18.0,7.0,10
7194,26.0,19.0,16
7195,28.0,17.0,10
7196,13.0,17.0,11
7197,16.0,18.0,20
7198,34.0,13.0,10
7199,23.0,9.0,11
7200,13.0,7.0,15
7201,11.0,30.0,14
7202,15.0,12.0,15
7203,14.0,11.0,9
7204,7.0,4.0,7
7205,9.0,8.0,13
7206,8.0,13.0,12
7207,24.0,16.0,8
7208,9.0,14.0,9
7209,12.0,7.0,11
7210,11.0,5.0,9
7211,16.0,21.0,12
7212,22.0,29.0,12
7213,26.0,12.0,8
7214,7.0,17.0,21
7215,12.0,14.0,17
7216,9.0,7.0,4
7217,7.0,7.0,5
7218,14.0,9.0,12
7219,8.0,9.0,23
7220,11.0,7.0,8
7221,23.0,8.0,13
7222,21.0,13.0,9
7223,36.0,16.0,9
7224,30.0,13.0,9
7225,19.0,9.0,8
7226,24.0,14.0,9
7227,26.0,9.0,8
7228,14.0,11.0,9
7229,13.0,16.0,4
7230,12.0,63.0,8
7231,23.0,10.0,20
7232,16.0,20.0,7
7233,9.0,43.0,9
7234,32.0,11.0,13
7235,9.0,17.0,8
7236,8.0,15.0,9
7237,8.0,14.0,6
7238,5.0,11.0,6
7239,6.0,12.0,15
7240,10.0,11.0,12
7241,6.0,31.0,48
7242,11.0,34.0,67
7243,9.0,26.0,53
7244,6.0,12.0,10
7245,10.0,10.0,11
7246,17.0,7.0,4
7247,7.0,13.0,11
7248,12.0,9.0,12
7249,21.0,16.0,10
7250,49.0,10.0,25
7251,39.0,8.0,21
7252,18.0,12.0,14
7253,6.0,7.0,45
7254,11.0,14.0,37
7255,13.0,12.0,14
7256,15.0,15.0,40
7257,17.0,14.0,36
7258,13.0,27.0,17
7259,17.0,43.0,32
7260,11.0,17.0,16
7261,39.0,17.0,8
7262,40.0,21.0,3
7263,17.0,15.0,14
7264,9.0,18.0,8
7265,14.0,14.0,10
7266,12.0,18.0,15
7267,10.0,5.0,14
7268,15.0,10.0,15
7269,11.0,9.0,12
7270,20.0,9.0,15
7271,12.0,7.0,13
7272,13.0,5.0,14
7273,12.0,8.0,8
7274,13.0,13.0,6
7275,4.0,5.0,5
7276,5.0,8.0,9
7277,15.0,12.0,7
7278,8.0,19.0,5
7279,35.0,20.0,8
7280,31.0,55.0,12
7281,34.0,19.0,10
7282,14.0,14.0,11
7283,24.0,36.0,19
7284,9.0,12.0,18
7285,27.0,33.0,26
7286,4.0,19.0,23
7287,7.0,15.0,10
7288,17.0,24.0,14
7289,9.0,23.0,8
7290,10.0,31.0,17
7291,14.0,29.0,6
7292,9.0,28.0,13
7293,4.0,10.0,11
7294,4.0,17.0,9
7295,6.0,14.0,7
7296,3.0,8.0,8
7297,7.0,20.0,14
7298,6.0,26.0,5
7299,5.0,26.0,9
7300,10.0,16.0,14
7301,7.0,27.0,6
7302,6.0,40.0,11
7303,4.0,35.0,13
7304,8.0,58.0,21
7305,13.0,31.0,14
7306,8.0,31.0,15
7307,4.0,21.0,71
7308,4.0,35.0,31
7309,6.0,8.0,38
7310,5.0,25.0,13
7311,4.0,12.0,18
7312,4.0,14.0,23
7313,5.0,16.0,24
7314,6.0,16.0,14
7315,12.0,39.0,48
7316,10.0,18.0,57
7317,8.0,34.0,74
7318,8.0,29.0,44
7319,8.0,14.0,10
7320,7.0,20.0,5
7321,15.0,23.0,6
7322,29.0,16.0,7
7323,19.0,6.0,19
7324,21.0,13.0,14
7325,8.0,3.0,19
7326,4.0,14.0,12
7327,9.0,8.0,26
7328,14.0,8.0,36
7329,13.0,6.0,17
7330,25.0,5.0,21
7331,7.0,5.0,10
7332,14.0,9.0,10
7333,8.0,11.0,19
7334,12.0,9.0,5
7335,23.0,7.0,7
7336,20.0,5.0,6
7337,15.0,12.0,11
7338,16.0,17.0,16
7339,13.0,19.0,49
7340,24.0,15.0,13
7341,31.0,13.0,25
7342,19.0,15.0,18
7343,7.0,6.0,13
7344,5.0,10.0,15
7345,6.0,14.0,22
7346,8.0,19.0,19
7347,9.0,8.0,6
7348,8.0,13.0,6
7349,11.0,17.0,13
7350,19.0,17.0,8
7351,21.0,9.0,21
7352,10.0,17.0,27
7353,9.0,37.0,14
7354,10.0,25.0,32
7355,6.0,9.0,3
7356,11.0,13.0,10
7357,10.0,15.0,15
7358,6.0,19.0,7
7359,16.0,13.0,6
7360,20.0,6.0,12
7361,11.0,22.0,9
7362,9.0,25.0,7
7363,11.0,19.0,8
7364,10.0,11.0,11
7365,7.0,30.0,10
7366,15.0,45.0,5
7367,8.0,14.0,8
7368,18.0,19.0,9
7369,52.0,11.0,7
7370,19.0,6.0,15
7371,6.0,14.0,14
7372,8.0,17.0,15
7373,4.0,17.0,13
7374,31.0,12.0,15
7375,9.0,18.0,27
7376,8.0,13.0,17
7377,14.0,15.0,9
7378,18.0,10.0,8
7379,17.0,8.0,10
7380,14.0,14.0,11
7381,14.0,4.0,18
7382,12.0,20.0,8
7383,12.0,21.0,6
7384,11.0,10.0,15
7385,5.0,6.0,11
7386,12.0,9.0,17
7387,14.0,9.0,27
7388,11.0,19.0,15
7389,12.0,9.0,46
7390,11.0,16.0,29
7391,41.0,24.0,22
7392,18.0,33.0,17
7393,15.0,13.0,8
7394,21.0,17.0,21
7395,15.0,14.0,10
7396,13.0,17.0,13
7397,19.0,34.0,14
7398,10.0,66.0,10
7399,8.0,9.0,16
7400,9.0,16.0,21
7401,14.0,19.0,14
7402,21.0,16.0,14
7403,14.0,21.0,12
7404,9.0,18.0,11
7405,12.0,22.0,5
7406,25.0,16.0,10
7407,48.0,23.0,10
7408,54.0,18.0,10
7409,11.0,11.0,19
7410,24.0,17.0,18
7411,21.0,14.0,17
7412,44.0,17.0,14
7413,44.0,17.0,26
7414,24.0,17.0,37
7415,38.0,16.0,54
7416,26.0,12.0,22
7417,29.0,10.0,30
7418,16.0,6.0,44
7419,36.0,9.0,33
7420,42.0,11.0,24
7421,17.0,13.0,6
7422,44.0,14.0,26
7423,35.0,8.0,67
7424,36.0,9.0,25
7425,62.0,8.0,40
7426,14.0,11.0,19
7427,20.0,20.0,45
7428,15.0,17.0,19
7429,8.0,11.0,16
7430,17.0,11.0,34
7431,8.0,34.0,19
7432,10.0,15.0,21
7433,7.0,53.0,23
7434,13.0,17.0,29
7435,18.0,15.0,20
7436,24.0,11.0,13
7437,14.0,13.0,34
7438,11.0,10.0,61
7439,10.0,12.0,15
7440,8.0,10.0,5
7441,11.0,18.0,21
7442,16.0,18.0,14
7443,10.0,15.0,12
7444,14.0,6.0,9
7445,7.0,33.0,12
7446,17.0,20.0,7
7447,11.0,26.0,12
7448,19.0,21.0,11
7449,14.0,20.0,16
7450,17.0,12.0,12
7451,11.0,12.0,11
7452,12.0,19.0,22
7453,15.0,27.0,22
7454,15.0,19.0,12
7455,44.0,10.0,6
7456,19.0,11.0,7
7457,11.0,12.0,10
7458,4.0,12.0,13
7459,22.0,26.0,16
7460,18.0,21.0,17
7461,57.0,11.0,16
7462,37.0,16.0,7
7463,21.0,15.0,18
7464,11.0,9.0,10
7465,8.0,6.0,7
7466,12.0,8.0,9
7467,25.0,14.0,14
7468,9.0,12.0,29
7469,4.0,19.0,29
7470,11.0,38.0,18
7471,6.0,29.0,16
7472,3.0,27.0,6
7473,6.0,8.0,14
7474,15.0,7.0,9
7475,21.0,10.0,8
7476,33.0,18.0,21
7477,9.0,18.0,7
7478,14.0,10.0,4
7479,19.0,9.0,7
7480,15.0,38.0,3
7481,7.0,16.0,9
7482,12.0,24.0,16
7483,13.0,26.0,25
7484,10.0,26.0,14
7485,33.0,28.0,9
7486,19.0,10.0,9
7487,19.0,11.0,10
7488,11.0,13.0,8
7489,43.0,12.0,6
7490,16.0,10.0,19
7491,12.0,21.0,54
7492,26.0,22.0,49
7493,12.0,14.0,7
7494,17.0,12.0,16
7495,14.0,12.0,25
7496,11.0,6.0,12
7497,8.0,8.0,11
7498,17.0,6.0,5
7499,18.0,16.0,14
7500,12.0,34.0,40
7501,35.0,16.0,20
7502,13.0,19.0,10
7503,16.0,16.0,37
