,TbPEX5EGFP 1-100016_T330s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100017_T352s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100015_T308s_1_DELSHIFT_CH2_BIN1.0
15131,19.0,17.0,22
15132,47.0,14.0,9
15133,32.0,14.0,6
15134,20.0,30.0,11
15135,15.0,12.0,5
15136,17.0,18.0,5
15137,26.0,9.0,7
15138,10.0,12.0,6
15139,23.0,9.0,10
15140,17.0,9.0,10
15141,11.0,24.0,10
15142,10.0,6.0,14
15143,6.0,17.0,12
15144,16.0,16.0,10
15145,18.0,36.0,16
15146,28.0,16.0,11
15147,13.0,15.0,11
15148,18.0,10.0,6
15149,17.0,8.0,18
15150,22.0,7.0,13
15151,18.0,4.0,10
15152,17.0,8.0,13
15153,26.0,7.0,15
15154,18.0,10.0,20
15155,9.0,5.0,10
15156,13.0,21.0,8
15157,10.0,19.0,13
15158,9.0,24.0,26
15159,13.0,59.0,23
15160,9.0,49.0,9
15161,12.0,13.0,22
15162,12.0,9.0,11
15163,11.0,5.0,13
15164,14.0,11.0,14
15165,15.0,10.0,14
15166,12.0,25.0,13
15167,21.0,26.0,14
15168,16.0,62.0,10
15169,8.0,3.0,10
15170,5.0,9.0,21
15171,12.0,13.0,13
15172,12.0,9.0,20
15173,8.0,13.0,25
15174,6.0,20.0,26
15175,6.0,14.0,23
15176,5.0,5.0,17
15177,4.0,3.0,16
15178,6.0,3.0,14
15179,11.0,12.0,22
15180,22.0,2.0,19
15181,18.0,8.0,20
15182,5.0,10.0,34
15183,19.0,4.0,11
15184,13.0,10.0,25
15185,10.0,9.0,14
15186,4.0,6.0,21
15187,13.0,4.0,11
15188,25.0,7.0,27
15189,15.0,4.0,19
15190,15.0,8.0,39
15191,27.0,8.0,17
15192,25.0,6.0,40
15193,25.0,8.0,13
15194,12.0,3.0,7
15195,39.0,4.0,18
15196,59.0,8.0,6
15197,22.0,20.0,11
15198,9.0,25.0,8
15199,21.0,40.0,8
15200,75.0,37.0,11
15201,36.0,15.0,21
15202,32.0,21.0,27
15203,21.0,18.0,24
15204,38.0,17.0,17
15205,13.0,10.0,10
15206,21.0,17.0,14
15207,22.0,18.0,12
15208,6.0,16.0,6
15209,15.0,14.0,14
15210,14.0,6.0,18
15211,8.0,9.0,23
15212,6.0,9.0,8
15213,7.0,11.0,11
15214,13.0,10.0,32
15215,14.0,6.0,21
15216,21.0,21.0,17
15217,10.0,11.0,9
15218,10.0,13.0,16
15219,16.0,18.0,18
15220,9.0,13.0,13
15221,12.0,15.0,12
15222,32.0,16.0,35
15223,16.0,10.0,29
15224,6.0,5.0,14
15225,14.0,12.0,6
15226,13.0,3.0,16
15227,12.0,7.0,8
15228,12.0,5.0,9
15229,21.0,8.0,13
15230,33.0,33.0,7
15231,11.0,45.0,6
15232,6.0,17.0,18
15233,6.0,9.0,32
15234,5.0,11.0,56
15235,10.0,14.0,27
15236,21.0,9.0,12
15237,18.0,10.0,12
15238,13.0,16.0,12
15239,8.0,19.0,7
15240,11.0,33.0,7
15241,9.0,18.0,3
15242,10.0,23.0,11
15243,5.0,18.0,14
15244,7.0,18.0,11
15245,10.0,29.0,9
15246,6.0,16.0,11
15247,27.0,16.0,9
15248,72.0,11.0,14
15249,19.0,9.0,28
15250,29.0,10.0,23
15251,23.0,7.0,9
15252,36.0,7.0,9
15253,13.0,10.0,5
15254,18.0,10.0,10
15255,29.0,13.0,8
15256,18.0,10.0,3
15257,23.0,8.0,4
15258,18.0,2.0,6
15259,20.0,12.0,7
15260,17.0,13.0,12
15261,13.0,16.0,10
15262,10.0,10.0,14
15263,16.0,16.0,10
15264,14.0,10.0,10
15265,13.0,6.0,23
15266,17.0,8.0,18
15267,19.0,11.0,13
15268,13.0,13.0,11
15269,9.0,19.0,10
15270,11.0,59.0,3
15271,9.0,35.0,6
15272,10.0,19.0,8
15273,14.0,15.0,4
15274,10.0,17.0,9
15275,30.0,18.0,8
15276,18.0,23.0,23
15277,24.0,16.0,20
15278,9.0,15.0,15
15279,11.0,15.0,25
15280,15.0,16.0,17
15281,18.0,12.0,6
15282,25.0,14.0,8
15283,49.0,19.0,13
15284,64.0,7.0,7
15285,11.0,13.0,15
15286,9.0,12.0,16
15287,8.0,10.0,11
15288,10.0,13.0,13
15289,8.0,4.0,9
15290,11.0,5.0,8
15291,10.0,10.0,12
15292,6.0,8.0,3
15293,8.0,6.0,10
15294,3.0,8.0,16
15295,16.0,9.0,8
15296,21.0,9.0,10
15297,13.0,8.0,7
15298,3.0,4.0,21
15299,23.0,5.0,8
15300,13.0,6.0,16
15301,14.0,6.0,6
15302,10.0,15.0,7
15303,10.0,7.0,8
15304,9.0,12.0,8
15305,11.0,14.0,9
15306,11.0,12.0,15
15307,8.0,3.0,7
15308,12.0,5.0,10
15309,21.0,6.0,6
15310,42.0,6.0,5
15311,15.0,8.0,8
15312,11.0,7.0,14
15313,10.0,8.0,8
15314,13.0,5.0,11
15315,18.0,7.0,6
15316,21.0,18.0,10
15317,19.0,10.0,3
15318,22.0,14.0,14
15319,17.0,20.0,5
15320,15.0,8.0,6
15321,5.0,10.0,5
15322,11.0,7.0,5
15323,5.0,5.0,7
15324,8.0,13.0,7
15325,12.0,16.0,8
15326,7.0,15.0,3
15327,9.0,15.0,5
15328,10.0,21.0,7
15329,19.0,20.0,3
15330,25.0,20.0,10
15331,15.0,6.0,5
15332,16.0,5.0,7
15333,29.0,17.0,4
15334,26.0,6.0,6
15335,19.0,6.0,6
15336,49.0,3.0,4
15337,26.0,9.0,5
15338,53.0,19.0,9
15339,12.0,9.0,10
15340,12.0,11.0,10
15341,17.0,17.0,12
15342,8.0,24.0,6
15343,20.0,19.0,6
15344,11.0,13.0,5
15345,13.0,11.0,10
15346,13.0,11.0,9
15347,39.0,3.0,11
15348,46.0,17.0,10
15349,33.0,17.0,11
15350,31.0,5.0,17
15351,21.0,3.0,14
15352,35.0,5.0,6
15353,22.0,3.0,17
15354,8.0,10.0,18
15355,5.0,15.0,22
15356,7.0,17.0,12
15357,6.0,19.0,8
15358,6.0,8.0,10
15359,7.0,24.0,12
15360,7.0,24.0,17
15361,11.0,11.0,34
15362,5.0,37.0,23
15363,11.0,13.0,26
15364,24.0,10.0,14
15365,13.0,5.0,43
15366,11.0,4.0,10
15367,12.0,11.0,10
15368,31.0,14.0,10
15369,15.0,12.0,8
15370,8.0,9.0,13
15371,12.0,9.0,10
15372,13.0,11.0,12
15373,20.0,8.0,26
15374,30.0,8.0,16
15375,20.0,8.0,10
15376,18.0,6.0,15
15377,18.0,4.0,8
15378,5.0,56.0,10
15379,11.0,22.0,17
15380,58.0,6.0,7
15381,7.0,12.0,22
15382,7.0,6.0,15
15383,13.0,17.0,7
15384,13.0,8.0,8
15385,13.0,12.0,7
15386,1.0,6.0,2
15387,9.0,8.0,6
15388,8.0,6.0,7
15389,20.0,11.0,10
15390,12.0,8.0,3
15391,14.0,33.0,6
15392,21.0,19.0,10
15393,10.0,22.0,7
15394,11.0,10.0,5
15395,11.0,28.0,10
15396,18.0,10.0,8
15397,14.0,10.0,13
15398,22.0,6.0,18
15399,28.0,12.0,20
15400,15.0,5.0,14
15401,17.0,8.0,11
15402,15.0,11.0,8
15403,15.0,3.0,10
15404,13.0,6.0,11
15405,24.0,12.0,13
15406,22.0,5.0,23
15407,19.0,6.0,16
15408,31.0,12.0,7
15409,16.0,9.0,10
15410,20.0,11.0,32
15411,21.0,12.0,22
15412,11.0,9.0,29
15413,12.0,9.0,27
15414,10.0,7.0,11
15415,16.0,12.0,15
15416,4.0,27.0,17
15417,8.0,9.0,32
15418,14.0,12.0,13
15419,18.0,14.0,19
15420,13.0,10.0,15
15421,16.0,7.0,17
15422,12.0,2.0,13
15423,13.0,15.0,5
15424,14.0,12.0,26
15425,11.0,12.0,16
15426,19.0,2.0,9
15427,23.0,10.0,11
15428,14.0,10.0,24
15429,14.0,12.0,17
15430,17.0,18.0,10
15431,18.0,19.0,23
15432,15.0,6.0,17
15433,27.0,14.0,12
15434,24.0,25.0,16
15435,12.0,10.0,17
15436,7.0,9.0,17
15437,14.0,17.0,14
15438,28.0,19.0,19
15439,18.0,16.0,19
15440,9.0,25.0,6
15441,11.0,21.0,8
15442,16.0,15.0,19
15443,13.0,11.0,14
15444,6.0,13.0,6
15445,17.0,28.0,15
15446,12.0,6.0,16
15447,15.0,12.0,9
15448,20.0,20.0,12
15449,14.0,11.0,8
15450,9.0,14.0,9
15451,15.0,28.0,7
15452,8.0,36.0,10
15453,7.0,33.0,7
15454,4.0,16.0,12
15455,6.0,10.0,16
15456,8.0,11.0,11
15457,8.0,8.0,6
15458,17.0,10.0,12
15459,15.0,5.0,14
15460,23.0,8.0,18
15461,14.0,14.0,8
15462,13.0,11.0,12
15463,52.0,8.0,5
15464,27.0,7.0,22
15465,33.0,11.0,32
15466,31.0,15.0,21
15467,18.0,26.0,20
15468,24.0,23.0,23
15469,16.0,13.0,10
15470,35.0,6.0,10
15471,18.0,12.0,8
15472,16.0,14.0,4
15473,6.0,10.0,7
15474,10.0,9.0,13
15475,12.0,8.0,8
15476,15.0,10.0,19
15477,16.0,8.0,20
15478,16.0,7.0,11
15479,29.0,5.0,14
15480,12.0,4.0,16
15481,11.0,0.0,18
15482,21.0,37.0,12
15483,25.0,31.0,4
15484,14.0,33.0,19
15485,8.0,14.0,6
15486,6.0,16.0,11
15487,11.0,6.0,4
15488,27.0,6.0,13
15489,7.0,6.0,17
15490,15.0,9.0,17
15491,7.0,6.0,14
15492,12.0,7.0,4
15493,7.0,9.0,7
15494,14.0,13.0,12
15495,14.0,7.0,6
15496,30.0,25.0,9
15497,7.0,15.0,7
15498,7.0,20.0,11
15499,15.0,13.0,25
15500,26.0,10.0,18
15501,10.0,7.0,0
15502,5.0,1.0,10
15503,4.0,4.0,12
15504,21.0,22.0,19
15505,14.0,15.0,12
15506,9.0,16.0,4
15507,13.0,8.0,13
15508,40.0,8.0,6
15509,24.0,17.0,13
15510,17.0,2.0,60
15511,12.0,14.0,10
15512,5.0,11.0,36
15513,7.0,13.0,17
15514,6.0,24.0,16
15515,8.0,14.0,18
15516,13.0,19.0,13
15517,5.0,18.0,33
15518,12.0,45.0,18
15519,18.0,33.0,32
15520,9.0,32.0,13
15521,11.0,11.0,28
15522,18.0,18.0,21
15523,9.0,18.0,32
15524,8.0,32.0,19
15525,11.0,17.0,32
15526,10.0,9.0,25
15527,15.0,16.0,13
15528,8.0,12.0,15
15529,10.0,7.0,7
15530,6.0,8.0,10
15531,6.0,8.0,13
15532,14.0,11.0,13
15533,14.0,15.0,8
15534,26.0,37.0,12
15535,10.0,19.0,7
15536,25.0,19.0,9
15537,12.0,36.0,18
15538,9.0,21.0,18
15539,11.0,13.0,26
15540,14.0,10.0,27
15541,8.0,4.0,15
15542,15.0,12.0,12
15543,15.0,6.0,12
15544,13.0,8.0,7
15545,13.0,5.0,7
15546,57.0,6.0,9
15547,9.0,9.0,10
15548,11.0,14.0,15
15549,9.0,6.0,24
15550,6.0,6.0,14
15551,6.0,10.0,31
15552,6.0,8.0,13
15553,8.0,7.0,7
15554,9.0,7.0,12
15555,9.0,3.0,12
15556,8.0,9.0,15
15557,5.0,5.0,13
15558,5.0,7.0,17
15559,7.0,11.0,6
15560,4.0,7.0,15
15561,6.0,4.0,6
15562,13.0,5.0,12
15563,13.0,4.0,8
15564,16.0,6.0,9
15565,6.0,13.0,29
15566,28.0,11.0,11
15567,17.0,15.0,0
15568,13.0,7.0,5
15569,12.0,12.0,25
15570,12.0,17.0,8
15571,13.0,34.0,12
15572,8.0,44.0,30
15573,18.0,10.0,25
15574,43.0,11.0,34
15575,45.0,20.0,19
15576,4.0,11.0,13
15577,13.0,14.0,8
15578,13.0,10.0,11
15579,11.0,6.0,18
15580,21.0,13.0,15
15581,7.0,2.0,12
15582,9.0,10.0,12
15583,28.0,5.0,15
15584,27.0,5.0,20
15585,42.0,6.0,24
15586,24.0,8.0,19
15587,20.0,9.0,19
15588,10.0,11.0,15
15589,19.0,5.0,19
15590,6.0,25.0,31
15591,12.0,16.0,29
15592,9.0,16.0,5
15593,10.0,22.0,9
15594,21.0,24.0,8
15595,9.0,4.0,15
15596,10.0,8.0,14
15597,4.0,10.0,16
15598,3.0,9.0,11
15599,2.0,40.0,13
15600,4.0,37.0,19
15601,11.0,36.0,16
15602,9.0,17.0,8
15603,5.0,41.0,24
15604,6.0,20.0,27
15605,3.0,14.0,30
15606,7.0,20.0,10
15607,12.0,23.0,14
15608,6.0,17.0,17
15609,8.0,18.0,10
15610,9.0,19.0,3
15611,13.0,26.0,11
15612,10.0,34.0,23
15613,6.0,12.0,17
15614,9.0,28.0,11
15615,14.0,13.0,16
15616,19.0,7.0,13
15617,27.0,32.0,10
15618,51.0,8.0,12
15619,51.0,20.0,6
15620,9.0,7.0,10
15621,10.0,8.0,11
15622,10.0,6.0,10
15623,3.0,7.0,13
15624,7.0,14.0,8
15625,28.0,6.0,8
15626,6.0,16.0,6
15627,26.0,8.0,2
15628,16.0,8.0,13
15629,12.0,9.0,23
15630,10.0,11.0,9
15631,9.0,8.0,7
15632,15.0,12.0,8
15633,12.0,11.0,5
15634,17.0,10.0,14
15635,18.0,12.0,19
15636,16.0,7.0,29
15637,21.0,16.0,19
15638,15.0,9.0,47
15639,33.0,9.0,36
15640,28.0,18.0,12
15641,22.0,5.0,5
15642,25.0,12.0,8
15643,17.0,25.0,4
15644,32.0,10.0,8
15645,17.0,28.0,8
15646,12.0,21.0,14
15647,10.0,19.0,16
15648,4.0,13.0,29
15649,5.0,26.0,10
15650,8.0,10.0,6
15651,20.0,13.0,22
15652,17.0,6.0,10
15653,9.0,2.0,15
15654,12.0,9.0,69
15655,22.0,11.0,32
15656,22.0,18.0,17
15657,5.0,27.0,10
15658,13.0,5.0,8
15659,29.0,21.0,9
15660,29.0,15.0,4
15661,34.0,25.0,9
15662,63.0,31.0,8
15663,42.0,22.0,17
15664,15.0,10.0,20
15665,33.0,13.0,2
15666,12.0,20.0,12
15667,30.0,21.0,9
15668,18.0,29.0,12
15669,11.0,9.0,7
15670,13.0,15.0,11
15671,29.0,33.0,15
15672,30.0,19.0,5
15673,7.0,16.0,8
15674,8.0,12.0,5
15675,18.0,11.0,5
15676,28.0,12.0,7
15677,6.0,10.0,9
15678,4.0,6.0,16
15679,45.0,18.0,13
15680,8.0,13.0,8
15681,6.0,10.0,6
15682,10.0,17.0,4
15683,8.0,19.0,7
15684,14.0,8.0,8
15685,11.0,15.0,11
15686,5.0,25.0,11
15687,23.0,25.0,30
15688,10.0,15.0,10
15689,11.0,12.0,6
15690,9.0,18.0,6
15691,7.0,16.0,6
15692,15.0,11.0,18
15693,22.0,33.0,13
15694,40.0,21.0,7
15695,21.0,42.0,26
15696,18.0,16.0,4
15697,13.0,10.0,13
15698,12.0,9.0,20
15699,6.0,12.0,5
15700,11.0,19.0,7
15701,4.0,33.0,6
15702,7.0,11.0,8
15703,10.0,21.0,13
15704,10.0,24.0,6
15705,7.0,10.0,3
15706,6.0,14.0,8
15707,15.0,24.0,4
15708,44.0,10.0,25
15709,29.0,13.0,20
15710,29.0,15.0,51
15711,28.0,11.0,32
15712,47.0,13.0,12
15713,21.0,4.0,7
15714,46.0,6.0,11
15715,27.0,13.0,34
15716,22.0,8.0,26
15717,14.0,12.0,34
15718,30.0,15.0,28
15719,17.0,36.0,17
15720,11.0,34.0,9
15721,19.0,20.0,6
15722,17.0,15.0,8
15723,12.0,15.0,11
15724,11.0,17.0,5
15725,10.0,17.0,5
15726,9.0,16.0,6
15727,10.0,12.0,8
15728,6.0,14.0,11
15729,7.0,5.0,6
15730,9.0,15.0,5
15731,8.0,18.0,7
15732,9.0,13.0,7
15733,13.0,8.0,11
15734,6.0,17.0,8
15735,11.0,12.0,2
15736,9.0,17.0,9
15737,7.0,9.0,7
15738,9.0,11.0,12
15739,8.0,19.0,21
15740,8.0,17.0,13
15741,4.0,17.0,9
15742,11.0,15.0,9
15743,13.0,16.0,9
15744,8.0,15.0,7
15745,9.0,21.0,13
15746,8.0,11.0,6
15747,14.0,8.0,10
15748,29.0,5.0,3
15749,33.0,9.0,9
15750,34.0,17.0,5
15751,14.0,7.0,9
15752,14.0,8.0,25
15753,9.0,15.0,12
15754,10.0,33.0,15
15755,4.0,9.0,8
15756,10.0,7.0,9
15757,13.0,26.0,3
15758,16.0,7.0,19
15759,17.0,13.0,25
15760,26.0,8.0,12
15761,8.0,10.0,18
15762,7.0,27.0,27
15763,6.0,16.0,8
15764,6.0,12.0,4
15765,13.0,12.0,9
15766,9.0,14.0,22
15767,23.0,10.0,14
15768,19.0,16.0,3
15769,37.0,10.0,17
15770,22.0,15.0,33
15771,16.0,10.0,15
15772,12.0,34.0,9
15773,16.0,22.0,9
15774,8.0,15.0,6
15775,10.0,9.0,9
15776,12.0,5.0,7
15777,10.0,8.0,9
15778,4.0,8.0,9
15779,14.0,15.0,5
15780,18.0,25.0,13
15781,23.0,16.0,6
15782,18.0,7.0,9
15783,17.0,11.0,18
15784,18.0,6.0,15
15785,32.0,4.0,12
15786,10.0,9.0,12
15787,13.0,15.0,12
15788,16.0,16.0,17
15789,15.0,18.0,8
15790,18.0,7.0,15
15791,13.0,4.0,14
15792,10.0,8.0,12
15793,27.0,12.0,7
15794,23.0,11.0,13
15795,21.0,10.0,14
15796,9.0,12.0,9
15797,34.0,8.0,14
15798,20.0,10.0,9
15799,13.0,10.0,10
15800,26.0,7.0,8
15801,16.0,8.0,11
15802,11.0,11.0,8
15803,11.0,8.0,7
15804,6.0,8.0,11
15805,5.0,5.0,13
15806,7.0,7.0,9
15807,12.0,6.0,11
15808,10.0,8.0,9
15809,5.0,3.0,6
15810,8.0,0.0,12
15811,4.0,5.0,10
15812,9.0,10.0,14
15813,8.0,7.0,13
15814,16.0,5.0,4
15815,11.0,10.0,8
15816,12.0,7.0,9
15817,16.0,12.0,14
15818,9.0,12.0,11
15819,6.0,51.0,11
15820,13.0,14.0,5
15821,35.0,6.0,11
15822,11.0,13.0,9
15823,20.0,26.0,4
15824,29.0,18.0,6
15825,46.0,8.0,9
15826,58.0,8.0,10
15827,18.0,12.0,7
15828,17.0,19.0,11
15829,12.0,13.0,21
15830,5.0,13.0,17
15831,13.0,7.0,7
15832,5.0,13.0,9
15833,9.0,5.0,11
15834,8.0,25.0,25
15835,8.0,6.0,15
15836,4.0,11.0,13
15837,6.0,5.0,4
15838,20.0,5.0,23
15839,21.0,14.0,14
15840,16.0,12.0,21
15841,19.0,9.0,17
15842,37.0,13.0,11
15843,6.0,20.0,8
15844,16.0,12.0,9
15845,15.0,7.0,18
15846,13.0,5.0,15
15847,18.0,19.0,8
15848,26.0,54.0,10
15849,23.0,36.0,12
15850,56.0,15.0,7
15851,58.0,9.0,16
15852,38.0,21.0,16
15853,21.0,8.0,22
15854,46.0,10.0,13
15855,18.0,13.0,20
15856,21.0,21.0,15
15857,23.0,12.0,31
15858,34.0,5.0,31
15859,21.0,6.0,20
15860,26.0,6.0,7
15861,17.0,2.0,20
15862,12.0,9.0,8
15863,44.0,7.0,18
15864,9.0,6.0,17
15865,12.0,14.0,21
15866,8.0,4.0,9
15867,16.0,6.0,39
15868,22.0,9.0,54
15869,13.0,6.0,14
15870,14.0,7.0,16
15871,23.0,18.0,31
15872,18.0,10.0,48
15873,10.0,7.0,14
15874,17.0,20.0,33
15875,23.0,23.0,23
15876,19.0,20.0,7
15877,10.0,19.0,11
15878,11.0,39.0,17
15879,10.0,12.0,22
15880,13.0,19.0,24
15881,29.0,23.0,30
15882,21.0,36.0,41
15883,9.0,47.0,33
15884,15.0,43.0,33
15885,10.0,54.0,11
15886,26.0,40.0,18
15887,11.0,27.0,56
15888,9.0,46.0,20
15889,7.0,59.0,19
15890,12.0,36.0,8
15891,8.0,3.0,9
15892,13.0,10.0,9
15893,25.0,13.0,32
15894,11.0,9.0,28
15895,45.0,15.0,18
15896,16.0,13.0,11
15897,10.0,2.0,14
15898,33.0,18.0,19
15899,11.0,14.0,18
15900,9.0,14.0,12
15901,40.0,6.0,9
15902,12.0,19.0,10
15903,19.0,10.0,8
15904,19.0,11.0,11
15905,29.0,9.0,8
15906,14.0,41.0,7
15907,11.0,14.0,4
15908,22.0,16.0,9
15909,9.0,18.0,3
15910,10.0,13.0,12
15911,9.0,11.0,7
15912,25.0,34.0,15
15913,13.0,8.0,11
15914,12.0,11.0,6
15915,17.0,14.0,8
15916,19.0,9.0,16
15917,29.0,10.0,9
15918,27.0,12.0,9
15919,12.0,9.0,25
15920,19.0,12.0,7
15921,12.0,3.0,9
15922,10.0,4.0,7
15923,19.0,9.0,14
15924,25.0,10.0,9
15925,17.0,14.0,11
15926,9.0,37.0,10
15927,5.0,16.0,8
15928,11.0,18.0,11
15929,4.0,8.0,18
15930,7.0,19.0,5
15931,8.0,10.0,8
15932,13.0,22.0,14
15933,7.0,16.0,10
15934,9.0,10.0,16
15935,11.0,13.0,13
15936,11.0,16.0,16
15937,9.0,29.0,17
15938,6.0,20.0,14
15939,9.0,11.0,10
15940,18.0,38.0,27
15941,13.0,5.0,36
15942,17.0,10.0,11
15943,20.0,22.0,7
15944,11.0,17.0,14
15945,11.0,12.0,10
15946,14.0,14.0,11
15947,13.0,8.0,8
15948,15.0,16.0,9
15949,14.0,13.0,13
15950,25.0,7.0,8
15951,10.0,13.0,11
15952,10.0,29.0,14
15953,18.0,20.0,47
15954,10.0,21.0,48
15955,21.0,17.0,7
15956,5.0,7.0,7
15957,6.0,39.0,10
15958,8.0,65.0,7
15959,11.0,15.0,8
15960,11.0,11.0,6
15961,6.0,10.0,7
15962,14.0,4.0,18
15963,16.0,13.0,12
15964,21.0,18.0,9
15965,33.0,17.0,12
15966,14.0,17.0,37
15967,31.0,27.0,40
15968,32.0,20.0,20
15969,47.0,26.0,11
15970,24.0,28.0,8
15971,10.0,26.0,19
15972,17.0,21.0,25
15973,22.0,7.0,23
15974,42.0,8.0,8
15975,23.0,13.0,21
15976,19.0,10.0,29
15977,12.0,14.0,18
15978,15.0,9.0,30
15979,18.0,11.0,8
15980,27.0,3.0,24
15981,24.0,11.0,11
15982,27.0,24.0,17
15983,9.0,2.0,7
15984,10.0,9.0,14
15985,11.0,14.0,17
15986,6.0,13.0,21
15987,6.0,5.0,4
15988,6.0,11.0,4
15989,6.0,8.0,6
15990,12.0,17.0,12
15991,11.0,12.0,17
15992,11.0,8.0,19
15993,9.0,16.0,9
15994,12.0,7.0,22
15995,31.0,10.0,18
15996,30.0,13.0,16
15997,9.0,11.0,11
15998,28.0,13.0,5
15999,8.0,12.0,8
16000,11.0,12.0,9
16001,7.0,14.0,10
16002,9.0,6.0,6
16003,10.0,27.0,15
16004,28.0,25.0,15
16005,10.0,18.0,22
16006,7.0,9.0,25
16007,8.0,7.0,16
16008,8.0,4.0,14
16009,8.0,8.0,30
16010,8.0,5.0,35
16011,9.0,9.0,18
16012,9.0,4.0,15
16013,13.0,14.0,9
16014,5.0,32.0,6
16015,19.0,24.0,14
16016,7.0,9.0,11
16017,11.0,9.0,11
16018,19.0,6.0,7
16019,8.0,4.0,13
16020,8.0,8.0,35
16021,11.0,12.0,7
16022,14.0,26.0,9
16023,9.0,9.0,12
16024,8.0,17.0,11
16025,9.0,81.0,8
16026,8.0,18.0,17
16027,7.0,14.0,14
16028,5.0,7.0,8
16029,15.0,18.0,12
16030,5.0,17.0,11
16031,4.0,17.0,14
16032,10.0,15.0,10
16033,6.0,14.0,10
16034,6.0,8.0,6
16035,6.0,12.0,5
16036,13.0,22.0,10
16037,29.0,36.0,8
16038,13.0,33.0,14
16039,11.0,12.0,43
16040,19.0,19.0,13
16041,16.0,8.0,19
16042,10.0,10.0,43
16043,9.0,13.0,13
16044,6.0,9.0,21
16045,5.0,11.0,24
16046,6.0,19.0,21
16047,8.0,19.0,24
16048,11.0,11.0,8
16049,12.0,11.0,14
16050,23.0,12.0,14
16051,12.0,10.0,29
16052,28.0,14.0,22
16053,33.0,7.0,10
16054,74.0,11.0,16
16055,18.0,10.0,9
16056,17.0,14.0,13
16057,13.0,13.0,9
16058,11.0,13.0,14
16059,6.0,18.0,14
16060,10.0,8.0,11
16061,14.0,16.0,15
16062,13.0,35.0,46
16063,11.0,20.0,76
16064,18.0,6.0,17
16065,5.0,20.0,36
16066,26.0,9.0,22
16067,57.0,10.0,10
16068,24.0,10.0,16
16069,13.0,27.0,18
16070,9.0,15.0,14
16071,4.0,12.0,12
16072,6.0,10.0,9
16073,8.0,10.0,6
16074,11.0,10.0,9
16075,13.0,16.0,11
16076,10.0,10.0,6
16077,7.0,11.0,7
16078,4.0,13.0,11
16079,17.0,4.0,9
16080,27.0,6.0,13
16081,10.0,12.0,10
16082,11.0,16.0,19
16083,8.0,10.0,32
16084,9.0,9.0,15
16085,27.0,6.0,12
16086,82.0,10.0,12
16087,37.0,22.0,21
16088,19.0,22.0,26
16089,15.0,34.0,14
16090,15.0,26.0,22
16091,13.0,9.0,17
16092,14.0,16.0,13
16093,15.0,11.0,9
16094,7.0,16.0,10
16095,12.0,15.0,20
16096,13.0,13.0,53
16097,12.0,13.0,11
16098,12.0,7.0,15
16099,12.0,13.0,27
16100,9.0,5.0,16
16101,8.0,16.0,15
16102,15.0,11.0,7
16103,21.0,5.0,13
16104,19.0,9.0,13
16105,22.0,12.0,5
16106,14.0,12.0,23
16107,18.0,6.0,40
16108,5.0,15.0,13
16109,4.0,14.0,30
16110,6.0,13.0,18
16111,7.0,12.0,8
16112,14.0,11.0,8
16113,15.0,20.0,6
16114,10.0,17.0,5
16115,13.0,16.0,11
16116,6.0,16.0,8
16117,21.0,9.0,22
16118,19.0,10.0,15
16119,14.0,26.0,19
16120,11.0,31.0,78
16121,17.0,40.0,46
16122,16.0,26.0,26
16123,59.0,17.0,10
16124,49.0,15.0,33
16125,21.0,12.0,14
16126,42.0,5.0,63
16127,12.0,22.0,60
16128,12.0,34.0,60
16129,48.0,13.0,56
16130,13.0,10.0,59
16131,19.0,30.0,42
16132,12.0,18.0,45
16133,9.0,43.0,12
16134,11.0,10.0,5
16135,21.0,15.0,15
16136,15.0,8.0,9
16137,30.0,14.0,8
16138,36.0,15.0,7
16139,13.0,10.0,10
16140,11.0,7.0,41
16141,5.0,33.0,9
16142,6.0,9.0,12
16143,11.0,5.0,15
16144,22.0,8.0,29
16145,10.0,7.0,8
16146,6.0,7.0,7
16147,10.0,8.0,3
16148,7.0,3.0,9
16149,11.0,6.0,5
16150,5.0,6.0,10
16151,9.0,16.0,17
16152,19.0,20.0,14
16153,21.0,9.0,16
16154,13.0,13.0,32
16155,39.0,7.0,18
16156,11.0,8.0,10
16157,14.0,6.0,12
16158,19.0,7.0,30
16159,12.0,9.0,14
16160,5.0,11.0,11
16161,8.0,11.0,14
16162,14.0,29.0,33
16163,24.0,18.0,20
16164,26.0,30.0,23
16165,28.0,16.0,20
16166,22.0,25.0,20
16167,19.0,22.0,13
16168,8.0,20.0,25
16169,21.0,28.0,19
16170,32.0,11.0,11
16171,25.0,7.0,14
16172,18.0,16.0,14
16173,13.0,13.0,28
16174,12.0,24.0,9
16175,31.0,21.0,16
16176,15.0,8.0,10
16177,21.0,20.0,9
16178,39.0,71.0,3
16179,11.0,15.0,3
16180,10.0,8.0,1
16181,25.0,22.0,7
16182,9.0,7.0,5
16183,4.0,14.0,9
16184,14.0,12.0,44
16185,8.0,13.0,44
16186,9.0,14.0,51
16187,11.0,13.0,10
16188,16.0,4.0,19
16189,20.0,8.0,4
16190,11.0,13.0,7
16191,17.0,9.0,9
16192,12.0,9.0,13
16193,16.0,8.0,5
16194,25.0,11.0,18
16195,16.0,11.0,29
16196,11.0,11.0,32
16197,18.0,13.0,14
